,price,mileage,transmission,emission_class,fuel,link,co2,brand,model,warranty,year,brand_model
15330,34895.0,21400.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/c40/electric-plus-4x4-82-kwh-pano-warmtepomp/id/4863549,0.0,volvo,C40,12.0,2022.0,volvo C40
15331,31399.0,89332.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/20-t6-plug-in-hybrid-inscription-expression-awd/id/4864398,47.0,volvo,V90,12.0,2021.0,volvo V90
15332,68050.0,55118.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/20-t6-phev-350-awd-18gr-inscription-leather-gps/id/4863648,0.0,volvo,V90,3.0,2022.0,volvo V90
15333,39495.0,49500.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-197-geartronic-plus-dark-navi-panoroof-led-harman-kardon/id/4863726,0.0,volvo,XC60,3.0,2023.0,volvo XC60
15334,30995.0,53577.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/20-b4-197-geartronic-core-navi-sensus-leather-led-virtual-cockpit-360-camera/id/4863762,125.0,volvo,V60,3.0,2022.0,volvo V60
15335,40995.0,33850.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-197-geartronic-plus-dark-navi-sensus-led-harman-kardon-sound-camera-12-leather/id/4863783,0.0,volvo,XC60,3.0,2023.0,volvo XC60
15336,48672.0,42000.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/20d-b4-mild-hybrid-211-automaat-momentum-core-gps-led-lights-winter-pack/id/4863637,125.0,volvo,V60,3.0,2021.0,volvo V60
15337,44680.0,18596.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volvo/s60/20-b4-mhev-197-core-gps-camera/id/4863889,0.0,volvo,S60,3.0,2024.0,volvo S60
15338,44680.0,19842.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volvo/s60/20-b4-mhev-197-core-gps-camera/id/4863890,0.0,volvo,S60,3.0,2024.0,volvo S60
15339,43070.0,14500.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ex30/51-kwh-272-single-motor-core/id/4863980,0.0,volvo,X3,3.0,2024.0,volvo X3
15340,63340.0,41120.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t6-awd-398-recharge-inscription-alu-19-360-cam-memory-seat/id/4864003,0.0,volvo,V60,3.0,2022.0,volvo V60
15341,62745.0,20649.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/c40/79-kwh-recharge-dark-pano-gps-cam-sport-seats-led/id/4864041,0.0,volvo,C40,3.0,2023.0,volvo C40
15342,33995.0,68860.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-197-geartronic-r-design-leather-navi-sensus-camera-led/id/4863799,144.0,volvo,XC60,3.0,2021.0,volvo XC60
15343,46500.0,10997.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/ultra-dark-t6-hybride-alarm-pano-dak-head-up-display-getinte-ramen-ultra-dark-t6-hybride-alarm-pano-dak-head-up-display-getinte-ramen/id/4861362,18.0,volvo,V60,24.0,2024.0,volvo V60
15344,46500.0,10997.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/ultra-dark-t6-hybride-alarm-pano-dak-head-up-display-getinte-ramen-ultra-dark-t6-hybride-alarm-pano-dak-head-up-display-getinte-ramen/id/4861363,18.0,volvo,V60,24.0,2024.0,volvo V60
15345,35900.0,87033.0,automatic,Euro 6d,hybrid - diesel,https://gocar.be/en/cars/volvo/v90/b4-aut-momentum-pro/id/4861369,128.0,volvo,V90,24.0,2023.0,volvo V90
15346,27999.0,97825.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/c40/vendu-soldm/id/4862084,47.0,volvo,C40,0.0,2023.0,volvo C40
15347,39249.0,40000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/b4-r-design/id/4862189,172.0,volvo,XC60,0.0,2022.0,volvo XC60
15348,17999.0,109284.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v60/v60-20-navigationcuirjantesgarantie-12-mois/id/4861511,47.0,volvo,V60,0.0,2020.0,volvo V60
15350,54995.0,17469.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t6-awd-black-edition-plusvele-optiestopwagen/id/4860367,47.0,volvo,XC60,12.0,2024.0,volvo XC60
15351,29999.0,74793.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/20-d4-momentum-pro-geartronic-navi-cuir-full-led/id/4860567,129.0,volvo,XC60,12.0,2020.0,volvo XC60
15352,46900.0,80731.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t6-awd-recharge-plus-dark/id/4860409,24.0,volvo,XC60,24.0,2023.0,volvo XC60
15353,21950.0,76024.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/d3-business-edition-geartronic/id/4858949,120.0,volvo,V60,0.0,2020.0,volvo V60
15354,22450.0,107161.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v60/20-b4-d-geartronic-full-led-navigatie-camera-dab/id/4858977,125.0,volvo,V60,12.0,2021.0,volvo V60
15355,30599.0,86010.0,automatic,Euro 6d-TEMP,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t8-twin-engine-awd-btw-pano-navi-lijna-cruisec-12m/id/4857858,48.0,volvo,XC60,12.0,2019.0,volvo XC60
15356,36950.0,28351.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ex30/plus-single-motor-extended-range-eldriven/id/4857371,0.0,volvo,X3,24.0,2024.0,volvo X3
15357,38900.0,13820.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/b3-plus-dark/id/4857367,143.0,volvo,V60,24.0,2024.0,volvo V60
15359,35990.0,65616.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-mhev-r-design-business-led-gps-pdc-keyless-blis-acc/id/4857943,160.0,volvo,XC60,12.0,2021.0,volvo XC60
15361,41900.0,28843.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volvo/c40/82kwh-plus-single-motor-extended-range/id/4857369,0.0,volvo,C40,24.0,2024.0,volvo C40
15362,19995.0,101629.0,manual,Euro 6b,diesel,https://gocar.be/en/cars/volvo/v90/20-d3-inscription/id/4857910,119.0,volvo,V90,12.0,2017.0,volvo V90
15363,36998.0,73125.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-mhev-plus-style-dark-cuir-navi-full-led/id/4858752,161.0,volvo,XC60,12.0,2023.0,volvo XC60
15364,36900.0,29600.0,automatic,Euro 6,electric,https://gocar.be/en/cars/volvo/ex30/single-motor-plus-extended-range-026013-single-motor-extended-range-plus/id/4855934,47.0,volvo,X3,24.0,2024.0,volvo X3
15365,62900.0,25900.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t6-ultra-dark-full-bw-pano-360-luchtvering-zetelventilatie/id/4856041,25.0,volvo,XC60,24.0,2025.0,volvo XC60
15366,32290.0,105061.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/xc60/20-b4-geartr-r-design-nappa-ledercuir-led-gps-pdc-cam-pano-keyless-blis-verwsportzetels/id/4855479,161.0,volvo,XC60,12.0,2021.0,volvo XC60
15367,8190.0,156945.0,automatic,Euro 5,diesel,https://gocar.be/en/cars/volvo/s60/20-d3-momentum-geartronic-cuirledgpssensor/id/4857014,154.0,volvo,S60,12.0,2010.0,volvo S60
15370,46950.0,34649.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/core-bright-t6-awd-hybride-zetelverwarming-va-getinte-ramen-core-bright-t6-awd-hybride-zetelverwarming-va-getinte-ramen/id/4854527,23.0,volvo,XC60,24.0,2023.0,volvo XC60
15371,47900.0,9000.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/b4-aut-plus-dark/id/4854529,144.0,volvo,V60,24.0,2025.0,volvo V60
15372,31990.0,42048.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v60/20-b3-mhev-plus-dark-dct-ledercuir-led-gps-pdc-cam-keyless-hk-blis-verw-sportzetels/id/4855492,143.0,volvo,V60,12.0,2023.0,volvo V60
15373,46950.0,34649.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/core-bright-t6-awd-hybride-zetelverwarming-va-getinte-ramen-core-bright-t6-awd-hybride-zetelverwarming-va-getinte-ramen/id/4854537,23.0,volvo,XC60,24.0,2023.0,volvo XC60
15375,29990.0,49222.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v90/20-b4-geartr-momentum-pro-ledercuir-led-gps-pdc-keyless-verw-zetels-acc/id/4855754,160.0,volvo,V90,12.0,2021.0,volvo V90
15376,22990.0,75364.0,automatic,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volvo/v60/20-d3-momentum-pro-business-pro-geartr-ledercuir-led-gps-pdc-pano-keyless-carplay-verw-zetels/id/4855430,148.0,volvo,V60,12.0,2020.0,volvo V60
15377,32290.0,51639.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v60/20-b4-d-mhev-core-geartr-led-gps-pdc-cam-verw-zetels-trekhaak/id/4854730,145.0,volvo,V60,12.0,2023.0,volvo V60
15378,25790.0,86533.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v60/20-b3-mhev-r-design-geartr-ledercuir-led-gps-pdc-cam-pano-keyless-verw-zetels-trekhaak/id/4854723,158.0,volvo,V60,12.0,2021.0,volvo V60
15379,22450.0,111346.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/20-b3-automaat-navigatie-camera-full-led-carplay/id/4855600,147.0,volvo,V60,12.0,2021.0,volvo V60
15381,44490.0,9500.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ex30/plus/id/4853341,47.0,volvo,X3,24.0,2025.0,volvo X3
15382,56900.0,19959.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/t6-recharge-plus-dark/id/4853331,19.0,volvo,V90,24.0,2025.0,volvo V90
15383,38900.0,35413.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/b3-aut-plus-dark/id/4853297,143.0,volvo,V60,24.0,2024.0,volvo V60
15384,67900.0,8000.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/demo-t6-awd-plus-dark-pano-360/id/4853301,19.0,volvo,V90,24.0,2025.0,volvo V90
15385,30900.0,49050.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t8-twin-engine-plug-in-hybride-r-design-354327-t8-twin-engine-plug-in-hybride-r-design-nedc-42-gkm/id/4853290,42.0,volvo,V60,24.0,2019.0,volvo V60
15386,25790.0,45992.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v60/20-b3-mhev-momentum-core-dct-business-led-gps-pdc-cam-carplay-verw-zetels/id/4854140,140.0,volvo,V60,12.0,2022.0,volvo V60
15388,59900.0,9018.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t6-awd-ultra-dark/id/4853298,18.0,volvo,V60,24.0,2025.0,volvo V60
15389,45900.0,20250.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volvo/c40/recharge-plus-single-motor-extended-range/id/4853292,0.0,volvo,C40,24.0,2024.0,volvo C40
15390,37900.0,14396.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/b3-aut-core-leder/id/4853307,141.0,volvo,V60,24.0,2024.0,volvo V60
15391,46500.0,13152.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/ultra-dark-t6-awd-hybride-trekhaak-360-camera-alarm-ultra-dark-t6-awd-hybride-trekhaak-360-camera-alarm/id/4853310,18.0,volvo,V60,24.0,2024.0,volvo V60
15392,35299.0,39357.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/s60/20-b5-ultimate-dark-awd/id/4854160,164.0,volvo,S60,12.0,2023.0,volvo S60
15393,46500.0,13152.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/ultra-dark-t6-awd-hybride-trekhaak-360-camera-alarm-ultra-dark-t6-awd-hybride-trekhaak-360-camera-alarm/id/4853319,18.0,volvo,V60,24.0,2024.0,volvo V60
15394,38890.0,98070.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/inscription-toit-pano-four-c/id/4853347,23.0,volvo,XC60,24.0,2022.0,volvo XC60
15395,13599.0,126386.0,manual,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volvo/v40/20-d3-r-design/id/4851298,135.0,volvo,V40,12.0,2019.0,volvo V40
15397,49990.0,24459.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/xc60-t6-awd-plug-in-hybrid-plus-dark-my-2025/id/4842899,47.0,volvo,XC60,12.0,2024.0,volvo XC60
15398,26490.0,144083.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v90/v90-b4-awd-r-design-aut-lichte-vracht-utilitaire/id/4836170,47.0,volvo,V90,0.0,2022.0,volvo V90
15400,36950.0,27830.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ex30/plus-single-motor-extended-range-kit-hiver-inclus/id/4833871,47.0,volvo,X3,24.0,2024.0,volvo X3
15401,29890.0,76686.0,automatic,Euro 6,electric,https://gocar.be/en/cars/volvo/c40/recharge-231-pk-navicarplaypano-dak/id/4833582,0.0,volvo,C40,12.0,2022.0,volvo C40
15403,29500.0,42072.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v60/v60-b3-geartronic-momentum-pro-ledercameracarply/id/4829856,147.0,volvo,V60,12.0,2021.0,volvo V60
15404,33490.0,93546.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/v60/20-b4-r-design-navigatie-climate-control-cruise-control-adaptive-parkeersensoren-achteruitrijcamera-keyless-navigatie-apple-carplay-android-auto/id/4830478,144.0,volvo,V60,0.0,2022.0,volvo V60
15405,40990.0,55715.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/xc60/diesel-b4-coreboite-autogpscameracarplayled/id/4828826,1.0,volvo,XC60,12.0,2023.0,volvo XC60
15406,19099.0,132306.0,automatic,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volvo/v60/20-d3-r-design/id/4829693,151.0,volvo,V60,12.0,2019.0,volvo V60
15407,34995.0,94911.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc-60/xc-60-t6-phev-recharge-inscription-awd-leder-navi-led-panoramisch-schuifdak/id/4829926,55.0,volvo,XC60,12.0,2021.0,volvo XC60
15408,40990.0,55715.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/b4-coreboite-autogpscameracarplayled/id/4828287,1.0,volvo,XC60,12.0,2023.0,volvo XC60
15409,29990.0,33546.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/d4-inscription-aut/id/4828312,147.0,volvo,V60,12.0,2022.0,volvo V60
15410,34995.0,107963.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/inscription-expr20t6-recharge-eawd-geartronic-inscription-expr20t6-recharge-e-awd-geartronic-gps-carplay-camera-pdc-pano-dak-cruise-alu-18/id/4826407,55.0,volvo,XC60,0.0,2021.0,volvo XC60
15411,29900.0,64367.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t8-twin-eng-phev-inscription-awd-harman-kardon/id/4826984,47.0,volvo,V60,12.0,2019.0,volvo V60
15412,28995.0,82000.0,automatic,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volvo/v90/20-d3-momentum-profull-optionfaceliftgeartronicgarantie-1an/id/4826916,47.0,volvo,V90,0.0,2020.0,volvo V90
15413,25990.0,85362.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v60/b4-20-d-momentum-carplay-camera-gps-led/id/4826697,146.0,volvo,V60,0.0,2021.0,volvo V60
15414,29950.0,85000.0,automatic,Euro 5,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t8-momentum/id/4826471,47.0,volvo,XC60,0.0,2019.0,volvo XC60
15415,52500.0,20102.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/b5-awd-black-edition-plus/id/4823042,184.0,volvo,XC60,24.0,2025.0,volvo XC60
15416,30900.0,80339.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/c40/recharge-core-pano-dak-navi-camera-apple-car-playandroid/id/4823362,47.0,volvo,C40,0.0,2023.0,volvo C40
15417,11999.0,89885.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volvo/v40/20-t2-momentum/id/4823770,151.0,volvo,V40,12.0,2019.0,volvo V40
15418,27499.0,129401.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/20-t6-plug-in-hybrid-r-design-awd/id/4824327,36.0,volvo,V60,12.0,2021.0,volvo V60
15419,43990.0,11000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t6-awd-plus-dark/id/4821760,47.0,volvo,V60,0.0,2024.0,volvo V60
15420,38900.0,93004.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/t6-awd-recharge-inscription/id/4821585,40.0,volvo,V90,24.0,2021.0,volvo V90
15421,29950.0,102500.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/momentum-pro-d3-geartronic-diesel/id/4821592,148.0,volvo,V60,0.0,2020.0,volvo V60
15422,29950.0,86500.0,manual,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/momentum-pro-d3-diesel/id/4821591,138.0,volvo,V60,0.0,2021.0,volvo V60
15423,8190.0,156945.0,automatic,Euro 5,diesel,https://gocar.be/en/cars/volvo/s60/20-d3-momentum-geartronic-cuirledgpssensor/id/4819956,154.0,volvo,S60,12.0,2010.0,volvo S60
15424,24999.0,110341.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v90/d4-automaat-r-design-nav-360c-hleder-garantie/id/4819464,127.0,volvo,V90,12.0,2020.0,volvo V90
15425,23499.0,70783.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volvo/v60/20-b3-mhe-momentum-pro-geartronic/id/4819929,139.0,volvo,V60,12.0,2021.0,volvo V60
15426,17950.0,116000.0,automatic,Euro 6b,diesel,https://gocar.be/en/cars/volvo/xc60/20-d4boite-autobluetoothgpsledgarantie-12-m/id/4819200,124.0,volvo,XC60,12.0,2014.0,volvo XC60
15427,40900.0,66989.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/t6-awd-recharge-r-design/id/4819206,40.0,volvo,V90,24.0,2021.0,volvo V90
15428,33995.0,25238.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volvo/s60/r-design-20-mhev-geartronic-r-design-20-mhev-geartronic-gps-leder-carplay-camera-pdc-cruise-alu-17/id/4819284,138.0,volvo,S60,0.0,2024.0,volvo S60
15429,26990.0,83694.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/inscription-20-t6-awd-phev-340-pk/id/4818653,36.0,volvo,V60,12.0,2021.0,volvo V60
15430,35900.0,6305.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volvo/ex30/plus-single-motor-elektrisch/id/4818708,47.0,volvo,X3,24.0,2024.0,volvo X3
15431,26990.0,83417.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/inscription-20-t6-awd-phev-340-pk/id/4818652,38.0,volvo,V60,12.0,2021.0,volvo V60
15432,16899.0,78861.0,automatic,Euro 5,diesel,https://gocar.be/en/cars/volvo/others/20-d4-summum/id/4815788,120.0,volvo,S60,12.0,2015.0,volvo S60
15433,37400.0,30381.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/b3-aut-essential-leder/id/4816169,140.0,volvo,V60,24.0,2024.0,volvo V60
15437,44950.0,67548.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/core-bright-t6-awd-hybride-leder-verw-stuurwiel-verwarmde-voorruit-core-bright-t6-awd-hybride-leder-verw-stuurwiel-verwarmde-voorruit/id/4811503,23.0,volvo,XC60,24.0,2023.0,volvo XC60
15438,44950.0,67548.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/core-bright-t6-awd-hybride-leder-verw-stuurwiel-verwarmde-voorruit-core-bright-t6-awd-hybride-leder-verw-stuurwiel-verwarmde-voorruit/id/4811499,23.0,volvo,XC60,24.0,2023.0,volvo XC60
15439,49900.0,58399.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t6-awd-recharge-plus-dark/id/4812353,24.0,volvo,XC60,24.0,2023.0,volvo XC60
15440,45900.0,31712.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volvo/c40/twin-launch-edition/id/4812348,47.0,volvo,C40,24.0,2023.0,volvo C40
15441,31999.0,71453.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volvo/v60/v60-t6-awd-polestar-opend-dodeh-memory-garantie/id/4811272,186.0,volvo,V60,12.0,2017.0,volvo V60
15442,23945.0,97753.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/d3-geartronic-momentum-pro-camera-cruise-control-carplay-elektrische-koffer/id/4810254,120.0,volvo,V60,0.0,2021.0,volvo V60
15443,41895.0,10.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ec40/single-motor-core-pano-camera-new-20/id/4811337,0.0,volvo,C40,24.0,2025.0,volvo C40
15444,60950.0,23819.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/plus-dark-t6-awd-hybride-360-camera-haran-kardon-plus-dark-t6-awd-hybride-360-camera-haran-kardon/id/4808334,18.0,volvo,V90,24.0,2025.0,volvo V90
15445,60950.0,23819.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v90/plus-dark-t6-awd-hybride-360-camera-haran-kardon-plus-dark-t6-awd-hybride-360-camera-haran-kardon/id/4808341,18.0,volvo,V90,24.0,2025.0,volvo V90
15447,54790.0,4500.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ec40/black-edition-plus-single-motor-extended-range-electrique/id/4808359,47.0,volvo,C40,24.0,2025.0,volvo C40
15448,29900.0,70500.0,automatic,Euro 6d-TEMP,hybrid - diesel,https://gocar.be/en/cars/volvo/xc60/b4-d-geartronic-momentum-pro/id/4808288,142.0,volvo,XC60,12.0,2021.0,volvo XC60
15449,19499.0,107204.0,automatic,Euro 6d-TEMP,diesel,https://gocar.be/en/cars/volvo/v60/d3-automaat-navi-hleder-camera-pdc-garantie/id/4807729,120.0,volvo,V60,12.0,2019.0,volvo V60
15450,34500.0,37000.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volvo/xc60/r-design-37000km-toit-ouvrant/id/4807717,47.0,volvo,XC60,12.0,2021.0,volvo XC60
15451,42490.0,50290.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/xc60/plus-b4-mild-hybrid-diesel-dark/id/4806078,142.0,volvo,XC60,24.0,2023.0,volvo XC60
15452,49900.0,5500.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t6-awd-plug-in-hybrid-plus-dark-659781-t6-awd-plug-in-hybrid-plus-dark/id/4806068,18.0,volvo,V60,24.0,2025.0,volvo V60
15453,55990.0,22300.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volvo/v90/recharge-plus-bright-t8-awd-plug-in-hybrid/id/4806079,19.0,volvo,V90,24.0,2024.0,volvo V90
15454,52990.0,25861.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/plus-t6-awd-plug-in-hybrid-elektrischbenzin-da/id/4804412,47.0,volvo,XC60,24.0,2024.0,volvo XC60
15455,29950.0,67410.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/momentum-pro-b3-mild-hybride-leder-zetelverwarming-camera-momentum-pro-b3-mild-hybride-leder-zetelverwarming-camera/id/4803362,139.0,volvo,V60,24.0,2021.0,volvo V60
15456,29950.0,67410.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/momentum-pro-b3-mild-hybride-leder-zetelverwarming-camera-momentum-pro-b3-mild-hybride-leder-zetelverwarming-camera/id/4803368,139.0,volvo,V60,24.0,2021.0,volvo V60
15457,54995.0,26721.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/plus-dark-20t8-recharge-plus-dark-20t8-recharge-carplay-gps-camera-pdc-cruise-acc-pano-leder-alu/id/4803850,23.0,volvo,XC60,0.0,2024.0,volvo XC60
15458,48750.0,51366.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/20-t6-plug-in-hybrid-awd-plus-dark-leder-navigatie-google-harman-kardon-panorama-dak-lichtmetalen-velgen-19-dab-stoelverwarming-camera-led/id/4803035,23.0,volvo,XC60,0.0,2023.0,volvo XC60
15460,34765.0,80107.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/xc60/t8-awd-inscription-panodak-memory-seats-carplay-zetelverwarming/id/4801889,165.0,volvo,XC60,0.0,2020.0,volvo XC60
15461,42500.0,34000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/s60/recharge-t6-plug-in-hybrid-plus-dark-326699-recharge-t6-plug-in-hybrid-plus-dark/id/4800795,17.0,volvo,S60,24.0,2024.0,volvo S60
15462,49900.0,6000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/t6-awd-plug-in-hybrid-ultra-dark-642903-t6-awd-plug-in-hybrid-ultra-dark/id/4800799,18.0,volvo,V60,24.0,2024.0,volvo V60
15463,36995.0,7025.0,automatic,Euro 6d-TEMP,electric,https://gocar.be/en/cars/volvo/ex30/bev-69-kwh-ultra-extended-range-bev-69-kwh-ultra-extended-range-gps-camera-pdc-cruise-acc-half-leder-alu/id/4800257,47.0,volvo,X3,0.0,2024.0,volvo X3
15465,41900.0,29463.0,automatic,Euro 6d,electric,https://gocar.be/en/cars/volvo/c40/82kwh-recharge-plus-single-motor-extended-range/id/4798620,0.0,volvo,C40,24.0,2023.0,volvo C40
15467,22250.0,103000.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volvo/v60/v60-d3-ledverwlederkeylesscamdodehoekelkoffer/id/4798027,120.0,volvo,V60,0.0,2021.0,volvo V60
15468,47990.0,19950.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volvo/v60/plus-b4-mild-hybrid-diesel-dark/id/4796900,125.0,volvo,V60,24.0,2025.0,volvo V60
15469,42900.0,93769.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volvo/v60/recharge-polestar-engineered-t8-polestar-engineer/id/4798364,47.0,volvo,V60,24.0,2021.0,volvo V60
