,mileage,transmission,link,price,emission_class,fuel,co2,brand,model,warranty,year,brand_model
14227,79681.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-shooting-brake-7g-dct-amg-line-pano-camera-cruise/id/4900445,26990.0,Euro 6d-TEMP,petrol,148.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14228,107435.0,manual,https://gocar.be/en/cars/mercedes/cla/180-i-pack-amg-cameracapteurscruisesiege-chauffant/id/4900441,16990.0,Euro 6d-TEMP,petrol,141.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14229,125000.0,automatic,https://gocar.be/en/cars/mercedes/cla/amg-line-diesel/id/4898793,16000.0,Euro 6,diesel,133.0,mercedes,CLA,0.0,2015.0,mercedes CLA
14230,98517.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-d-shooting-brake-amg-line/id/4899153,17699.0,Euro 5,diesel,104.0,mercedes,CLA,12.0,2018.0,mercedes CLA
14231,16719.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-amg-multibeam-led/id/4899070,38950.0,Euro 6d,hybrid - petrol,133.0,mercedes,CLA,0.0,2024.0,mercedes CLA
14233,13917.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-business-line-verwarmde-zetels-smartphone-integratie-widescreen/id/4898805,37990.0,Euro 6,petrol,136.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14234,129040.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-180-business-solution-amg-trekhaak-navigatie-camera-parkeersensoren-cruise-control-amg-stoelen-stoelverwarming-sfeerverlichting-elektrische-kofferklep-full-led-climate-control/id/4898821,24500.0,Euro 6d,petrol,140.0,mercedes,CLA,0.0,2020.0,mercedes CLA
14235,133175.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-amg-line/id/4898757,16699.0,Euro 5,petrol,128.0,mercedes,CLA,12.0,2017.0,mercedes CLA
14236,98000.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180/id/4899176,15490.0,Euro 6b,petrol,133.0,mercedes,CLA,0.0,2016.0,mercedes CLA
14237,98462.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-shooting-brake-amg-line/id/4898699,22899.0,Euro 6d-TEMP,petrol,142.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14239,64500.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-250-e-phev-progesive-automaat-navigatie-climate-control-camera-electrisch-bedienbare-achterklep-verwarmbare-voorstoelen-adaptive-cruise-control-dab/id/4899053,31690.0,Euro 6d,hybrid - petrol,24.0,mercedes,CLA,0.0,2022.0,mercedes CLA
14242,51155.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-cla-180-amg-line-night-pack-dodehoek-assistent-keyless-go/id/4897250,29990.0,Euro 6,petrol,138.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14243,25688.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-star-edition-shooting-brake-amg-panoramisch-dak-multibeam-led-carplay/id/4897444,36950.0,Euro 6,petrol,147.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14245,1750.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-star-edition/id/4897468,39998.0,Euro 6,petrol,144.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14246,63608.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-pack-amg-boite-auto/id/4898089,24998.0,Euro 6,petrol,132.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14248,10898.0,automatic,https://gocar.be/en/cars/mercedes/cla-shooting-break/200-cla-200-pack-amg-navi-full-led-s-cuir/id/4898075,35998.0,Euro 6,petrol,139.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14250,23830.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-amg-line-shooting-brake-panoramisch-dak-trekhaak-carplay/id/4897812,39950.0,Euro 6,hybrid - petrol,142.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14251,136061.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-180-amg-pakket-cruise-carplay-led/id/4897842,17844.0,Euro 6,petrol,130.0,mercedes,CLA,0.0,2019.0,mercedes CLA
14252,104125.0,manual,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-ine-parkassist-gps-zetelverw-bluetoot-cruise-comfortp-face2016-ss-16cgi122-blueefficiency/id/4895905,15790.0,Euro 6,petrol,134.0,mercedes,CLA,12.0,2017.0,mercedes CLA
14253,114225.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-amg-line-panoramisch-dak-licht-en-zicht-pakket/id/4896470,19790.0,Euro 6,petrol,130.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14254,54590.0,automatic,https://gocar.be/en/cars/mercedes/classe-m/eqc-400-4m-amg-line-leder-open-dak-multibeam-led/id/4896560,38750.0,Euro 6,electric,0.0,mercedes,CLA,24.0,2022.0,mercedes CLA
14256,50723.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-shooting-brake-amg-line/id/4896342,30999.0,Euro 6d-TEMP,diesel,134.0,mercedes,CLA,12.0,2022.0,mercedes CLA
14257,17530.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-amg-line-panoramisch-dak-head-up-display-memory-zetels-360-parkeetpakket-smartphone-integratie-verwarmde-zetels-widescreen/id/4896617,36990.0,Euro 6,petrol,140.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14259,96336.0,manual,https://gocar.be/en/cars/mercedes/cla-180/180-cdi-shooting-break-man-airco-gps-topstaat-1ste-eig/id/4895799,19990.0,Euro 6,diesel,121.0,mercedes,CLA,0.0,2020.0,mercedes CLA
14260,38937.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180d-sb-auto-progressive-s-cuir-navi-full-led/id/4895154,28998.0,Euro 6,diesel,118.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14263,10384.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-amg-pack-night-pano/id/4894330,37890.0,Euro 6,petrol,138.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14265,21860.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-star-edition-shooting-brake-amg-line-panoramisch-dak-multibeam-led/id/4894228,36950.0,Euro 6,petrol,147.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14266,55876.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-amg-line/id/4892024,29899.0,Euro 6d,petrol,139.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14267,96242.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-shooting-brake-urban/id/4892028,18699.0,Euro 6d-TEMP,petrol,170.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14269,27900.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-amg-night-19-panorama-dodehoek-camera-keyless/id/4892276,42450.0,Euro 6,hybrid - petrol,24.0,mercedes,CLA,0.0,2024.0,mercedes CLA
14270,47233.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-sb-business-navi-s-cuir-pdc-av-ar/id/4892789,26998.0,Euro 6,petrol,140.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14271,94153.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-sb-pack-amg-pack-night/id/4892814,28890.0,Euro 6,diesel,145.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14272,79090.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-progressive-pack-night/id/4892817,27490.0,Euro 6,petrol,137.0,mercedes,CLA,24.0,2022.0,mercedes CLA
14273,26357.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-sb-autom-navi-s-cuir-full-led/id/4892087,28998.0,Euro 6,petrol,137.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14274,61138.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-sb-amg-pack-night-pano-multibeam/id/4892903,32890.0,Euro 6,hybrid - petrol,27.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14275,99000.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-auto-amg-19-full-tva-gps/id/4892736,20950.0,Euro 6d,diesel,80.0,mercedes,CLA,0.0,2020.0,mercedes CLA
14276,50142.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-coupe-business-line/id/4892927,29890.0,Euro 6,diesel,133.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14277,49364.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-sb-amg-pack-night/id/4893086,31890.0,Euro 6,petrol,141.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14278,72068.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-amg-line/id/4893098,27890.0,Euro 6,hybrid - petrol,24.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14279,87735.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-shooting-brake-boite-auto/id/4892986,24500.0,Euro 6,diesel,134.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14280,26420.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-sb-pack-amg-pano-multibeam/id/4893147,33490.0,Euro 6,hybrid - petrol,31.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14281,45742.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-star-edition-shooting-brake-amg-line-carplay-led-camera/id/4892187,38250.0,Euro 6,hybrid - petrol,141.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14282,46067.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-star-edition-shooting-brake-amg-line-carplay-nightpakket-led-camera/id/4892188,33249.0,Euro 6,petrol,140.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14283,42484.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-136-dct-progressive-mbux-navi-led-camera/id/4892050,40535.0,Euro 6,petrol,140.0,mercedes,CLA,3.0,2020.0,mercedes CLA
14284,53276.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-urban/id/4892425,14299.0,Euro 5,petrol,128.0,mercedes,CLA,12.0,2014.0,mercedes CLA
14285,21542.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-shooting-brake-amg-line/id/4892392,37899.0,Euro 6,diesel,143.0,mercedes,CLA,12.0,2025.0,mercedes CLA
14286,71700.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-shooting-brake-amg-line/id/4892462,22599.0,Euro 6c,diesel,165.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14287,71855.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-shooting-brake-amg-line/id/4892496,19399.0,Euro 5,petrol,134.0,mercedes,CLA,12.0,2018.0,mercedes CLA
14288,27685.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-amg-line/id/4892497,36199.0,Euro 6,petrol,139.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14289,94065.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-shooting-brake-amg-line/id/4892570,26699.0,Euro 6d-TEMP,diesel,142.0,mercedes,CLA,12.0,2022.0,mercedes CLA
14290,43185.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-coupe-amg-line/id/4892809,36890.0,Euro 6,diesel,142.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14291,9500.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-shooting-brake/id/4892851,40000.0,Euro 6,diesel,146.0,mercedes,CLA,0.0,2025.0,mercedes CLA
14292,35077.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-shooting-brake-amg-line/id/4892812,35890.0,Euro 6,diesel,146.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14293,80171.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-4matic-sb-amg-premium-plus/id/4892921,32890.0,Euro 6,petrol,175.0,mercedes,CLA,24.0,2020.0,mercedes CLA
14294,51072.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-4matic-sb-amg-pack-night-toit-pano/id/4892926,32890.0,Euro 6,petrol,170.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14295,52521.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-amg-line/id/4892932,27890.0,Euro 6,hybrid - petrol,24.0,mercedes,CLA,24.0,2022.0,mercedes CLA
14296,55889.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-sb-boite-auto/id/4893043,24500.0,Euro 5,diesel,123.0,mercedes,CLA,24.0,2019.0,mercedes CLA
14297,53571.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake/id/4893062,30890.0,Euro 6,petrol,141.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14298,25792.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-sb-amg-facelift/id/4893112,34890.0,Euro 6,petrol,138.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14299,83299.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-d-sb-pack-amg-premium/id/4893151,27890.0,Euro 6,diesel,134.0,mercedes,CLA,24.0,2022.0,mercedes CLA
14300,13827.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-sb-amg-pack-night-facelift-pano/id/4892966,37890.0,Euro 6,petrol,141.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14301,17758.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-sb-amg-pack-night-facelift/id/4893177,36890.0,Euro 6,petrol,146.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14302,29032.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-coupe-amg-pack-night-toit-pano/id/4893178,42890.0,Euro 6,hybrid - petrol,24.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14303,89245.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-sb-amg-premium-plus-pano-magno/id/4893167,28890.0,Euro 6,petrol,142.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14304,22147.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-amg-pack-night-pano-facelift/id/4893169,34890.0,Euro 6,petrol,137.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14305,30516.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-d-amg-line/id/4893143,35990.0,Euro 6,diesel,138.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14306,47139.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-d-coupe-luxury-line/id/4893138,31890.0,Euro 6,diesel,134.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14307,49303.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-180-amg-line-facelift-carplay-pts-camera/id/4890906,31249.0,Euro 6,petrol,140.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14309,109558.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-d-shooting-brake-amg-line/id/4891405,17199.0,Euro 5,diesel,110.0,mercedes,CLA,12.0,2017.0,mercedes CLA
14310,89121.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-amg-line/id/4890854,21599.0,Euro 5,diesel,105.0,mercedes,CLA,12.0,2018.0,mercedes CLA
14313,57000.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shootingbrake-amg-pano-led-navi-parktronic-camera/id/4889934,28590.0,Euro 6d-TEMP,petrol,128.0,mercedes,CLA,60.0,2021.0,mercedes CLA
14314,82214.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-shooting-brake-amg-line/id/4889700,23499.0,Euro 6d,petrol,131.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14315,132231.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-d-amg-line/id/4889857,19499.0,Euro 5,diesel,104.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14316,23427.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-amg-line/id/4888819,24699.0,Euro 6c,diesel,123.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14317,118000.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-8gtronic-full-led-camera-cruise-navi/id/4889618,23990.0,Euro 6d,petrol,123.0,mercedes,CLA,60.0,2021.0,mercedes CLA
14318,91723.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-urban/id/4890052,15899.0,Euro 6,petrol,133.0,mercedes,CLA,12.0,2016.0,mercedes CLA
14319,56993.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-amg-line/id/4888795,28399.0,Euro 6d-TEMP,petrol,141.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14320,33735.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-amg-line/id/4888775,33999.0,Euro 6d,diesel,140.0,mercedes,CLA,12.0,2021.0,mercedes CLA
14322,28053.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-cla-250-4matic-amg-line/id/4889585,34599.0,Euro 6d,petrol,162.0,mercedes,CLA,12.0,2021.0,mercedes CLA
14323,65000.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-l-amg-line-l-premium-l-pano-l-keyless-l-elect-s/id/4889695,34999.0,Euro 6d,hybrid - petrol,133.0,mercedes,CLA,12.0,2022.0,mercedes CLA
14324,71700.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-shooting-brake-amg-line/id/4890152,22599.0,Euro 6c,diesel,165.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14325,53276.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-urban/id/4890129,14299.0,Euro 5,petrol,128.0,mercedes,CLA,12.0,2014.0,mercedes CLA
14326,50849.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-amg-line-shooting-brake-224-pk-pano-dak-multibeam-led-camera/id/4887264,33949.0,Euro 6,petrol,167.0,mercedes,CLA,24.0,2021.0,mercedes CLA
14327,44864.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-shooting-brake-amg-line-panoramisch-dak-trekhaak-distronic-plus-carplay/id/4887657,33999.0,Euro 6,petrol,151.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14328,10467.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-amg-pano-dak/id/4887780,37750.0,Euro 6d,hybrid - petrol,20.0,mercedes,CLA,0.0,2024.0,mercedes CLA
14329,25884.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-cla-amg-line/id/4887751,35750.0,Euro 6,petrol,150.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14330,98020.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cla-180-urban/id/4887618,15099.0,Euro 5,petrol,128.0,mercedes,CLA,12.0,2015.0,mercedes CLA
14331,111901.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-7g-dct-amg-line/id/4887134,24900.0,Euro 6d,petrol,136.0,mercedes,CLA,0.0,2021.0,mercedes CLA
14332,32307.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-cla-250e-shooting-brake-amg-line/id/4887521,33399.0,Euro 6,hybrid - petrol,30.0,mercedes,CLA,12.0,2022.0,mercedes CLA
14333,7446.0,automatic,https://gocar.be/en/cars/mercedes/cla/220-cla-220-d-amg-line/id/4887438,38499.0,Euro 6,diesel,135.0,mercedes,CLA,12.0,2024.0,mercedes CLA
14334,121854.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-cla-200-d/id/4888131,21990.0,Euro 6,diesel,112.0,mercedes,CLA,24.0,2020.0,mercedes CLA
14335,27662.0,manual,https://gocar.be/en/cars/mercedes/cla/180d-business-solution-led-gps-pdc-cam-carplay-verw-zetels/id/4887795,24690.0,Euro 6d-TEMP,diesel,118.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14336,29091.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-amg-line/id/4887821,33999.0,Euro 6,hybrid - petrol,25.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14337,11032.0,automatic,https://gocar.be/en/cars/mercedes/cla/cla-180-star-edition-smartphone-integratie-trekhaak-keyless-go-pack/id/4887832,39990.0,Euro 6,petrol,139.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14338,115274.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-bussolution-ia-8g-dct-e-shooting-brake-bussolution-ia-8g-dct-gps-leder-carplay-camera-pdc-cruise-alu-17-trekhaak/id/4885701,22995.0,Euro 6d,hybrid - petrol,24.0,mercedes,CLA,0.0,2021.0,mercedes CLA
14339,42249.0,manual,https://gocar.be/en/cars/mercedes/cla/180-d-amg/id/4886746,28999.0,Euro 6,diesel,136.0,mercedes,CLA,24.0,2022.0,mercedes CLA
14340,92000.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-boite-auto-sg-chauff-camera-garantie-12m/id/4886124,18390.0,Euro 6b,petrol,133.0,mercedes,CLA,12.0,2017.0,mercedes CLA
14341,16524.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-business-line-verwarmde-zetels-smartphone-integratie-widescreen/id/4886002,32990.0,Euro 6d-TEMP,hybrid - petrol,24.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14342,115970.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-business-solution-navi-blth-496-x-60-m/id/4886754,23490.0,Euro 6d,petrol,123.0,mercedes,CLA,12.0,2021.0,mercedes CLA
14343,44443.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-advantage-camera-gps-545e-x-60-m/id/4886868,27490.0,Euro 6d,petrol,133.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14344,108340.0,automatic,https://gocar.be/en/cars/mercedes/cla/45-amg-cla-45-shooting-brake-amg-4matic/id/4886792,26399.0,Euro 5,petrol,193.0,mercedes,CLA,12.0,2017.0,mercedes CLA
14346,69080.0,automatic,https://gocar.be/en/cars/mercedes/cla/shooting-brake-200-163pk-dct-progressive-navigatie-camera-parkeersensoren-elektrische-achterklep-stoelverwarming-cruise-control-ledverlichting-climate-control/id/4886267,29890.0,Euro 6d,petrol,140.0,mercedes,CLA,0.0,2022.0,mercedes CLA
14347,39009.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-d-aut-edition-amg-sport-full-opt-garantie-1an/id/4885605,29900.0,Euro 6d,diesel,148.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14348,3094.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-amg-line-panoramisch-dak-memory-zetels-dodehoekassistent-head-up-display-360-parkeerpakket-nightpack-widescreen/id/4885576,40990.0,Euro 6,petrol,140.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14349,10919.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-amg-line-panoramisch-dak-nightpack-smartphone-integratie-widescreen/id/4885577,42990.0,Euro 6,petrol,139.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14350,137585.0,manual,https://gocar.be/en/cars/mercedes/cla/180-pack-amg-gps-cuir-xenon-full-options/id/4885586,16900.0,Euro 6,petrol,133.0,mercedes,CLA,12.0,2016.0,mercedes CLA
14351,68434.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-cla-250-e-phev-sb-luxury-cuir-navi-led/id/4884994,28999.0,Euro 6,petrol,24.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14352,8130.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-coupe-amg-line-panoramisch-dak-smartphone-integratie-nightpack-widescreen/id/4882577,42990.0,Euro 6,petrol,139.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14353,99153.0,manual,https://gocar.be/en/cars/mercedes/cla/180-shooting-brake-pack-amg-gar-12-mois/id/4883761,19490.0,Euro 6d,petrol,158.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14354,85997.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-amg-line/id/4882770,19099.0,Euro 5,diesel,105.0,mercedes,CLA,12.0,2016.0,mercedes CLA
14355,44601.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-star-edition-shooting-brake-amg-line-carplay-led-camera/id/4882677,38250.0,Euro 6,hybrid - petrol,141.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14356,16920.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-shooting-brake-cla-d-amg-line/id/4883532,35950.0,Euro 6,diesel,143.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14357,53000.0,manual,https://gocar.be/en/cars/mercedes/cla/180-cameraledsiege-chauff1er-propgarantie-12-mois/id/4883677,18950.0,Euro 6d-TEMP,petrol,158.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14360,25000.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-sb-amg-premium-plus-night-pano-distronic-leder/id/4881873,41450.0,Euro 6,hybrid - petrol,22.0,mercedes,CLA,0.0,2024.0,mercedes CLA
14361,131000.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-d-pack-amg-line-black-edition-12m-garantie/id/4882260,17500.0,Euro 6c,diesel,164.0,mercedes,CLA,12.0,2019.0,mercedes CLA
14362,37000.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-8g-dct-vrwrmd-half-ledergarantie/id/4881476,29995.0,Euro 6d,hybrid - petrol,133.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14363,69658.0,automatic,https://gocar.be/en/cars/mercedes/cla/sb-180-da-business-solution-luxury-ledercuir-led-gps-pdc-cam-carplay-verw-zetels-trekhaak/id/4881938,26390.0,Euro 6d,diesel,137.0,mercedes,CLA,12.0,2022.0,mercedes CLA
14364,11000.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-sb-amg-premium-plus-night-pano-distronic-trekh/id/4881820,43250.0,Euro 6,hybrid - petrol,19.0,mercedes,CLA,0.0,2025.0,mercedes CLA
14365,12422.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-coupe-amg-line-panoramisch-dak-nightpack-smartphone-integratie-widescreen/id/4880623,42990.0,Euro 6,petrol,139.0,mercedes,CLA,24.0,2025.0,mercedes CLA
14366,29644.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-amg-line/id/4880001,33499.0,Euro 6,petrol,146.0,mercedes,CLA,12.0,2023.0,mercedes CLA
14367,29855.0,automatic,https://gocar.be/en/cars/mercedes/cla/250-e-shooting-brake-smartphone-intergratie-widescreen/id/4880618,31990.0,Euro 6,hybrid - petrol,24.0,mercedes,CLA,24.0,2023.0,mercedes CLA
14368,42311.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-star-edition-shooting-brake-amg-line-panoramisch-dak-multibeam-led/id/4880550,33749.0,Euro 6,petrol,147.0,mercedes,CLA,24.0,2024.0,mercedes CLA
14369,58000.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-d-shootingbrake-8g-led-camera-cuirtissu-navi/id/4880017,28990.0,Euro 6d,diesel,131.0,mercedes,CLA,60.0,2022.0,mercedes CLA
14370,103852.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-cla-200-d-shooting-brake-amg-line/id/4881087,25499.0,Euro 6d,diesel,143.0,mercedes,CLA,12.0,2021.0,mercedes CLA
14371,101305.0,automatic,https://gocar.be/en/cars/mercedes/cla/180-cla-180-shooting-brake-amg-line/id/4879255,21899.0,Euro 6d,petrol,144.0,mercedes,CLA,12.0,2020.0,mercedes CLA
14372,3967.0,automatic,https://gocar.be/en/cars/mercedes/cla/200-sb-amg-distronic-memory-camera-19/id/4879101,34750.0,Euro 6,petrol,144.0,mercedes,CLA,0.0,2024.0,mercedes CLA
